MT12BJA10GS100;;GT12 BREAKER FEED INCOMER MCC BJA;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BJA20GH001;;GT12 LOW VOLTAGE DISTR BJA20;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BJA30GH001;;GT12 LOW VOLTAGE DISTR BJA30;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BJA50GH001;;GT12 LOW VOLTAGE DISTR BJA50;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BJA60GH001;;GT12 LOW VOLTAGE DISTR BJA60;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BJA70GH001;;GT12 LOW VOLTAGE DISTR BJA70;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BPA00GH000;;GT12 STATIC FREQUENCY CONVERTER;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BRA10GH001;;GT12 LOW VOLTAGE UPS UNIT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BRU10GH001;;GT12 CONVERTER UNIT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BTL10GR001;;GT12 BATTERY CHARGER 220 VDC UNIT A;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BTM10GR001;;GT12 BATTERY CHARGER 220 VDC UNIT B;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BTQ10GU001;;GT12 DC/DC CONVERTER UNIT A;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BTR10GU001;;GT12 DC/DC CONVERTER UNIT B;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUC10GH001;;GT12 MCC FOR 220 VDC SYSTEM UNIT 3;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUE10GH001;;GT12 MCC FOR 24 VDC SYSTEM UNIT 1;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12CUA10GH001;;GT12 STATIC EXCITATION GENERATOR;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKA10HA100;;GT12 GENERATOR STATOR;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKA10HB100;;GT12 GENERATOR ROTOR;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKC50GT001                ;;GT12 GENERATOR EXC.BRUSH GEAR & TRANSFORMATOR;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKF10AN001;;GT12 COOLER GRUP 1;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKF10AN002;;GT12 COOLER GRUP 2;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12MKF10AN003;;GT12 COOLER GRUP 3;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12SAA10AH001;;GT12 HVAC INSTALLATION;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12SGJ01KD000;;GT12 CO2 UNIT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BAA10GA001;;GT12 IPB - GENERATOR LEADS NEUTRAL POINT;6;2;4;2;2;4;2;3.46;4;13.86;2;27.71;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BAA80GA001;;GT12 IPB - MAIN TRAFO LEADS TO BJA;4;2;4;2;2;4;2;3.02;4;12.09;2;24.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BAA60GA001;;GT12 IPB - MAIN TRAFO LEADS TO CIRCUIT BREAKER;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUA10GH001;;GT12 MCC FOR 220 VDC SYSTEM UNIT 1;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUB10GH001;;GT12 MCC FOR 220 VDC SYSTEM UNIT 2;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUF10GH001;;GT12 MCC FOR 24 VDC SYSTEM UNIT 2;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12BUG10GH001;;GT12 MCC FOR 24 VDC SYSTEM UNIT 3;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12CBP10GH001;;GT12 SYNCHRONATION & KWH METERING;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT12CHA10GH001;;GT12 PROTECTION GENERATOR TRANSFORMATOR ;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKB10GS100                ;;GT13 GENERATOR EXC.BREAKER;8;8;8;2;6;4;10;7.05;8;56.41;10;564.07;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKA10HA100;;GT13 GENERATOR STATOR;8;4;4;6;6;4;2;5.18;8;41.46;10;414.59;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13CHA10GH001;;GT13 PROTECTION GENERATOR TRANSFORMATOR ;8;2;4;2;2;4;2;4.00;10;40.00;10;400.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13CUA10GH001;;GT13 STATIC EXCITATION GENERATOR;8;6;6;2;2;2;5;4.97;8;39.77;8;318.17;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13CYE10GH001;;GT13 FIRE CONTROL UNIT;8;6;6;2;6;2;5;5.41;6;32.47;8;259.76;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTB10GR001;;GT13 BATTERY BANK 220 VDC UNIT B;8;2;4;2;2;4;2;4.00;4;16.00;10;160.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTA10GR001;;GT13 BATTERY BANK 220 VDC UNIT A;8;2;4;2;2;4;2;4.00;4;16.00;10;160.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAA50GA001;;GT13 IPB - GENERATOR LEADS TO CIRCUIT BREAKER;10;2;3;6;2;2;4;4.97;6;29.83;2;59.66;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAA60GA001;;GT13 IPB - MAIN TRAFO LEADS TO CIRCUIT BREAKER;10;2;3;6;2;2;4;4.97;6;29.83;2;59.66;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAA70GA001;;GT13 IPB - MAIN TRAFO LEADS TO SFC;10;2;3;6;2;2;4;4.97;6;29.83;2;59.66;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAA80GA001;;GT13 IPB - MAIN TRAFO LEADS TO BJA;10;2;3;6;2;2;4;4.97;6;29.83;2;59.66;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAC20GS001;;GT13 BREAKER GENERATOR ;10;2;3;6;2;2;4;4.97;6;29.83;2;59.66;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13SAA10AH001;;GT13 HVAC INSTALLATION;2;4;2;2;4;2;5;3.23;2;6.46;8;51.67;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MBN31AA001;;GT13 MOV FUEL OIL MAIN SHUT-OFF VALVE;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKA10HB100;;GT13 GENERATOR ROTOR;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKC50GT001                ;;GT13 GENERATOR EXC.BRUSH GEAR & TRANSFORMATOR;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKF10AN001;;GT13 COOLER GRUP 1;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKF10AN002;;GT13 COOLER GRUP 2;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13MKF10AN003;;GT13 COOLER GRUP 3;8;4;4;6;4;4;2;4.90;4;19.60;2;39.19;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAA10GA001;;GT13 IPB - GENERATOR LEADS NEUTRAL POINT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BAT10GT001                      ;;GT13 GENERATOR MAIN TRANSFORMER ;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BBT10GT100                ;;GT13 UNIT AUX TRANSFORMER ;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BBT20GT100                ;;GT13 STATION SERVICE TRANSFORMER ;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BCA10GH001;;GT13 START-UP SELECTION DEVICE (SSD) ;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA00GS401;;GT13 BREAKER COUPLING TO BFB;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA10GS100;;GT13 BREAKER FEED INCOMER MCC BJA;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA20GH001;;GT13 LOW VOLTAGE DISTR BJA20;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
